,date,high,low,snow,precip
24885,1995-07-04,81.0,66.0,0,3.0
24886,1995-07-05,78.0,62.0,0,1.0
24887,1995-07-06,76.0,59.0,0,5.0
24888,1995-07-07,78.0,53.0,0,0.0
24889,1995-07-08,81.0,50.0,0,0.0
24890,1995-07-09,82.0,64.0,0,1.0
24891,1995-07-10,90.0,60.0,0,0.0
24892,1995-07-11,93.0,65.0,0,0.0
24893,1995-07-12,96.0,69.0,0,0.0
24894,1995-07-13,102.0,74.0,0,0.0
24895,1995-07-14,100.0,78.0,0,0.0
24896,1995-07-15,96.0,70.0,0,7.0
24897,1995-07-16,81.0,69.0,0,41.0
24898,1995-07-17,82.0,63.0,0,0.0
24899,1995-07-18,82.0,57.0,0,0.0
24900,1995-07-19,82.0,55.0,0,51.0
24901,1995-07-20,81.0,62.0,0,9.0
24902,1995-07-21,83.0,55.0,0,0.0
24903,1995-07-22,87.0,67.0,0,1.0
24904,1995-07-23,84.0,61.0,0,11.0
24905,1995-07-24,88.0,61.0,0,0.0
24906,1995-07-25,89.0,63.0,0,0.0
24907,1995-07-26,85.0,63.0,0,17.0
24908,1995-07-27,86.0,62.0,0,275.0
24909,1995-07-28,88.0,62.0,0,0.0
24910,1995-07-29,88.0,64.0,0,0.0
24911,1995-07-30,92.0,66.0,0,0.0
24912,1995-07-31,90.0,71.0,0,70.0
28602,1995-08-01,76.0,61.0,0,20.0
28603,1995-08-02,77.0,61.0,0,0.0
28604,1995-08-03,84.0,69.0,0,5.0
28605,1995-08-04,85.0,66.0,0,16.0
28606,1995-08-05,86.0,62.0,0,0.0
28607,1995-08-06,87.0,67.0,0,10.0
28608,1995-08-07,87.0,64.0,0,4.0
28609,1995-08-08,83.0,71.0,0,5.0
28610,1995-08-09,81.0,73.0,0,0.0
28611,1995-08-10,89.0,71.0,0,59.0
28612,1995-08-11,93.0,68.0,0,0.0
28613,1995-08-12,92.0,74.0,0,0.0
28614,1995-08-13,93.0,77.0,0,0.0
28615,1995-08-14,92.0,70.0,0,32.0
28616,1995-08-15,78.0,65.0,0,0.0
28617,1995-08-16,81.0,69.0,0,81.0
28618,1995-08-17,88.0,69.0,0,70.0
28619,1995-08-18,90.0,73.0,0,0.0
28620,1995-08-19,90.0,68.0,0,0.0
28621,1995-08-20,81.0,52.0,0,0.0
28622,1995-08-21,87.0,57.0,0,0.0
28623,1995-08-22,86.0,56.0,0,0.0
28624,1995-08-23,86.0,66.0,0,0.0
28625,1995-08-24,87.0,66.0,0,0.0
28626,1995-08-25,88.0,67.0,0,0.0
28627,1995-08-26,88.0,63.0,0,0.0
28628,1995-08-27,86.0,65.0,0,8.0
28629,1995-08-28,91.0,70.0,0,0.0
28630,1995-08-29,87.0,67.0,0,211.0
28631,1995-08-30,91.0,71.0,0,0.0
28632,1995-08-31,90.0,63.0,0,0.0
32220,1995-09-01,79.0,52.0,0,0.0
32221,1995-09-02,79.0,53.0,0,0.0
32222,1995-09-03,83.0,61.0,0,0.0
32223,1995-09-04,85.0,56.0,0,0.0
32224,1995-09-05,85.0,57.0,0,0.0
32225,1995-09-06,82.0,69.0,0,0.0
32226,1995-09-07,78.0,51.0,0,55.0
32227,1995-09-08,66.0,38.0,0,0.0
32228,1995-09-09,69.0,38.0,0,0.0
32229,1995-09-10,71.0,42.0,0,0.0
32230,1995-09-11,74.0,45.0,0,0.0
32231,1995-09-12,75.0,54.0,0,1.0
32232,1995-09-13,85.0,59.0,0,0.0
32233,1995-09-14,84.0,46.0,0,0.0
32234,1995-09-15,78.0,43.0,0,0.0
32235,1995-09-16,82.0,63.0,0,0.0
32236,1995-09-17,80.0,41.0,0,0.0
32237,1995-09-18,67.0,48.0,0,0.0
32238,1995-09-19,63.0,48.0,0,129.0
32239,1995-09-20,54.0,42.0,0,3.0
32240,1995-09-21,50.0,38.0,0,0.0
32241,1995-09-22,50.0,31.0,0,9.0
32242,1995-09-23,57.0,28.0,0,3.0
32243,1995-09-24,56.0,33.0,0,4.0
32244,1995-09-25,67.0,45.0,0,0.0
32245,1995-09-26,77.0,44.0,0,0.0
32246,1995-09-27,79.0,38.0,0,0.0
32247,1995-09-28,80.0,46.0,0,0.0
32248,1995-09-29,79.0,54.0,0,14.0
32249,1995-09-30,76.0,63.0,0,13.0
35922,1995-10-01,74.0,51.0,0,13.0
35923,1995-10-02,70.0,43.0,0,2.0
35924,1995-10-03,67.0,45.0,0,18.0
35925,1995-10-04,69.0,37.0,0,0.0
35926,1995-10-05,68.0,47.0,0,4.0
35927,1995-10-06,57.0,48.0,0,87.0
35928,1995-10-07,52.0,42.0,0,4.0
35929,1995-10-08,63.0,31.0,0,0.0
35930,1995-10-09,62.0,42.0,0,13.0
35931,1995-10-10,72.0,36.0,0,0.0
35932,1995-10-11,82.0,39.0,0,0.0
35933,1995-10-12,85.0,56.0,0,0.0
35934,1995-10-13,84.0,56.0,0,0.0
35935,1995-10-14,69.0,41.0,0,4.0
35936,1995-10-15,54.0,30.0,0,0.0
35937,1995-10-16,62.0,26.0,0,0.0
35938,1995-10-17,76.0,51.0,0,0.0
35939,1995-10-18,70.0,33.0,0,0.0
35940,1995-10-19,62.0,50.0,0,12.0
35941,1995-10-20,60.0,39.0,0,1.0
35942,1995-10-21,40.0,35.0,0,0.0
35943,1995-10-22,52.0,26.0,0,1.0
35944,1995-10-23,60.0,35.0,0,61.0
35945,1995-10-24,58.0,37.0,0,3.0
35946,1995-10-25,62.0,26.0,0,0.0
35947,1995-10-26,62.0,26.0,0,0.0
35948,1995-10-27,58.0,45.0,0,25.0
35949,1995-10-28,49.0,41.0,0,27.0
35950,1995-10-29,44.0,31.0,0,0.0
35951,1995-10-30,43.0,27.0,0,0.0
35952,1995-10-31,38.0,33.0,0,1.0
39540,1995-11-01,39.0,32.0,1,157.0
39541,1995-11-02,35.0,27.0,0,1.0
39542,1995-11-03,28.0,22.0,0,0.0
39543,1995-11-04,33.0,14.0,0,0.0
39544,1995-11-05,36.0,24.0,0,0.0
39545,1995-11-06,49.0,34.0,0,0.0
39546,1995-11-07,44.0,26.0,0,0.0
39547,1995-11-08,31.0,15.0,0,0.0
39548,1995-11-09,43.0,14.0,1,3.0
39549,1995-11-10,49.0,31.0,0,1.0
39550,1995-11-11,31.0,13.0,0,0.0
39551,1995-11-12,30.0,12.0,0,0.0
39552,1995-11-13,34.0,17.0,0,0.0
39553,1995-11-14,34.0,14.0,0,0.0
39554,1995-11-15,37.0,13.0,0,0.0
39555,1995-11-16,41.0,29.0,0,0.0
39556,1995-11-17,38.0,34.0,0,0.0
39557,1995-11-18,40.0,22.0,0,0.0
39558,1995-11-19,50.0,29.0,0,0.0
39559,1995-11-20,45.0,22.0,0,0.0
39560,1995-11-21,34.0,23.0,0,1.0
39561,1995-11-22,42.0,11.0,0,0.0
39562,1995-11-23,39.0,13.0,0,0.0
39563,1995-11-24,32.0,6.0,0,0.0
39564,1995-11-25,42.0,28.0,0,0.0
39565,1995-11-26,37.0,26.0,0,0.0
39566,1995-11-27,34.0,21.0,6,50.0
39567,1995-11-28,21.0,6.0,0,0.0
39568,1995-11-29,24.0,-4.0,0,0.0
39569,1995-11-30,39.0,11.0,0,0.0
43242,1995-12-01,42.0,29.0,0,0.0
43243,1995-12-02,46.0,23.0,0,0.0
43244,1995-12-03,46.0,25.0,0,0.0
43245,1995-12-04,42.0,16.0,0,0.0
43246,1995-12-05,34.0,23.0,0,1.0
43247,1995-12-06,30.0,18.0,0,0.0
43248,1995-12-07,30.0,9.0,0,0.0
43249,1995-12-08,25.0,4.0,3,10.0
43250,1995-12-09,4.0,-7.0,1,2.0
43251,1995-12-10,12.0,-9.0,0,0.0
43252,1995-12-11,4.0,-5.0,1,5.0
43253,1995-12-12,7.0,-2.0,3,11.0
43254,1995-12-13,26.0,7.0,2,5.0
43255,1995-12-14,38.0,26.0,0,7.0
43256,1995-12-15,29.0,7.0,0,0.0
43257,1995-12-16,28.0,2.0,0,0.0
43258,1995-12-17,31.0,11.0,0,0.0
43259,1995-12-18,34.0,27.0,0,0.0
43260,1995-12-19,31.0,26.0,0,0.0
43261,1995-12-20,28.0,10.0,0,0.0
43262,1995-12-21,23.0,11.0,0,0.0
43263,1995-12-22,22.0,9.0,0,0.0
43264,1995-12-23,24.0,19.0,0,0.0
43265,1995-12-24,26.0,19.0,0,0.0
43266,1995-12-25,25.0,13.0,0,0.0
43267,1995-12-26,28.0,8.0,0,0.0
43268,1995-12-27,28.0,12.0,0,0.0
43269,1995-12-28,25.0,-4.0,0,0.0
43270,1995-12-29,31.0,11.0,0,0.0
43271,1995-12-30,33.0,25.0,0,0.0
43272,1995-12-31,32.0,29.0,0,1.0
3193,1996-01-01,33.0,27.0,1,0.0
3194,1996-01-02,31.0,16.0,0,0.0
3195,1996-01-03,19.0,-8.0,0,0.0
3196,1996-01-04,20.0,14.0,0,0.0
3197,1996-01-05,17.0,-8.0,0,0.0
3198,1996-01-06,6.0,-9.0,0,0.0
3199,1996-01-07,12.0,-9.0,0,0.0
3200,1996-01-08,26.0,-4.0,0,0.0
3201,1996-01-09,33.0,18.0,0,0.0
3202,1996-01-10,29.0,5.0,0,0.0
3203,1996-01-11,28.0,23.0,3,42.0
3204,1996-01-12,42.0,24.0,0,0.0
3205,1996-01-13,49.0,28.0,0,0.0
3206,1996-01-14,35.0,15.0,0,0.0
3207,1996-01-15,27.0,7.0,0,0.0
3208,1996-01-16,37.0,20.0,0,1.0
3209,1996-01-17,36.0,15.0,0,5.0
3210,1996-01-18,51.0,3.0,4,52.0
3211,1996-01-19,3.0,-16.0,2,77.0
3212,1996-01-20,12.0,-12.0,0,0.0
3213,1996-01-21,31.0,3.0,0,0.0
3214,1996-01-22,29.0,16.0,0,0.0
3215,1996-01-23,16.0,7.0,2,10.0
3216,1996-01-24,13.0,-3.0,1,37.0
3217,1996-01-25,12.0,-13.0,8,24.0
3218,1996-01-26,17.0,4.0,8,50.0
3219,1996-01-27,17.0,0.0,4,71.0
3220,1996-01-28,19.0,-16.0,1,1.0
3221,1996-01-29,27.0,-7.0,1,4.0
3222,1996-01-30,-5.0,-17.0,0,0.0
3223,1996-01-31,-2.0,-37.0,0,0.0
6604,1996-02-01,-5.0,-25.0,0,0.0
6605,1996-02-02,-13.0,-34.0,0,0.0
6606,1996-02-03,-13.0,-41.0,0,0.0
6607,1996-02-04,1.0,-36.0,0,0.0
6608,1996-02-05,11.0,-6.0,0,0.0
6609,1996-02-06,32.0,-15.0,0,0.0
6610,1996-02-07,46.0,20.0,0,0.0
6611,1996-02-08,44.0,34.0,0,10.0
6612,1996-02-09,46.0,16.0,0,0.0
6613,1996-02-10,43.0,29.0,0,0.0
6614,1996-02-11,35.0,27.0,0,0.0
6615,1996-02-12,28.0,22.0,0,0.0
6616,1996-02-13,38.0,19.0,0,0.0
6617,1996-02-14,35.0,27.0,0,0.0
6618,1996-02-15,29.0,12.0,0,0.0
6619,1996-02-16,24.0,2.0,0,0.0
6620,1996-02-17,27.0,18.0,0,0.0
6621,1996-02-18,24.0,-1.0,0,0.0
6622,1996-02-19,43.0,17.0,0,0.0
6623,1996-02-20,44.0,33.0,0,0.0
6624,1996-02-21,42.0,22.0,0,0.0
6625,1996-02-22,36.0,29.0,0,0.0
6626,1996-02-23,40.0,33.0,0,5.0
6627,1996-02-24,53.0,26.0,0,0.0
6628,1996-02-25,52.0,22.0,0,0.0
6629,1996-02-26,52.0,29.0,0,2.0
6630,1996-02-27,32.0,22.0,0,15.0
6631,1996-02-28,22.0,4.0,0,0.0
10273,1996-03-01,28.0,9.0,0,0.0
10274,1996-03-02,25.0,2.0,0,0.0
10275,1996-03-03,24.0,-2.0,0,0.0
10276,1996-03-04,32.0,7.0,0,0.0
10277,1996-03-05,32.0,20.0,0,0.0
10278,1996-03-06,27.0,11.0,2,12.0
10279,1996-03-07,12.0,-4.0,0,0.0
10280,1996-03-08,21.0,-7.0,0,0.0
10281,1996-03-09,30.0,-1.0,0,0.0
10282,1996-03-10,43.0,8.0,0,0.0
10283,1996-03-11,49.0,31.0,0,0.0
10284,1996-03-12,58.0,34.0,0,0.0
10285,1996-03-13,64.0,28.0,0,0.0
10286,1996-03-14,62.0,29.0,0,0.0
10287,1996-03-15,48.0,23.0,0,0.0
10288,1996-03-16,47.0,21.0,0,0.0
10289,1996-03-17,46.0,32.0,1,25.0
10290,1996-03-18,43.0,20.0,0,0.0
10291,1996-03-19,37.0,20.0,0,0.0
10292,1996-03-20,37.0,24.0,0,0.0
10293,1996-03-21,42.0,13.0,0,0.0
10294,1996-03-22,47.0,15.0,0,0.0
10295,1996-03-23,51.0,17.0,0,0.0
10296,1996-03-24,47.0,37.0,0,58.0
10297,1996-03-25,48.0,15.0,1,83.0
10298,1996-03-26,17.0,1.0,0,0.0
10299,1996-03-27,41.0,13.0,0,0.0
10300,1996-03-28,49.0,19.0,0,0.0
10301,1996-03-29,55.0,25.0,0,0.0
10302,1996-03-30,53.0,36.0,0,16.0
10303,1996-03-31,42.0,26.0,0,15.0
13890,1996-04-01,47.0,21.0,0,0.0
13891,1996-04-02,60.0,39.0,0,0.0
13892,1996-04-03,46.0,33.0,0,1.0
13893,1996-04-04,37.0,29.0,0,0.0
13894,1996-04-05,42.0,21.0,0,0.0
13895,1996-04-06,44.0,17.0,0,0.0
13896,1996-04-07,44.0,24.0,0,0.0
13897,1996-04-08,47.0,17.0,0,0.0
13898,1996-04-09,54.0,18.0,0,0.0
13899,1996-04-10,66.0,23.0,0,0.0
13900,1996-04-11,74.0,48.0,0,0.0
13901,1996-04-12,77.0,43.0,0,0.0
13902,1996-04-13,47.0,31.0,0,0.0
13903,1996-04-14,41.0,28.0,1,10.0
13904,1996-04-15,49.0,31.0,1,24.0
13905,1996-04-16,55.0,34.0,0,0.0
13906,1996-04-17,70.0,26.0,0,0.0
13907,1996-04-18,72.0,53.0,0,53.0
13908,1996-04-19,69.0,36.0,0,2.0
13909,1996-04-20,64.0,41.0,0,7.0
13910,1996-04-21,66.0,28.0,0,0.0
13911,1996-04-22,67.0,39.0,0,0.0
13912,1996-04-23,59.0,24.0,0,0.0
13913,1996-04-24,72.0,34.0,0,3.0
13914,1996-04-25,70.0,52.0,0,15.0
13915,1996-04-26,63.0,32.0,0,8.0
13916,1996-04-27,57.0,27.0,0,0.0
13917,1996-04-28,61.0,37.0,1,0.0
13918,1996-04-29,57.0,36.0,0,35.0
13919,1996-04-30,58.0,32.0,0,3.0
17593,1996-05-01,60.0,29.0,0,0.0
17594,1996-05-02,60.0,29.0,0,1.0
17595,1996-05-03,59.0,42.0,0,10.0
17596,1996-05-04,64.0,42.0,0,2.0
17597,1996-05-05,62.0,44.0,0,1.0
17598,1996-05-06,57.0,39.0,0,1.0
17599,1996-05-07,63.0,40.0,0,0.0
17600,1996-05-08,53.0,46.0,0,21.0
17601,1996-05-09,60.0,48.0,0,27.0
17602,1996-05-10,60.0,49.0,0,6.0
17603,1996-05-11,58.0,39.0,0,0.0
17604,1996-05-12,58.0,32.0,0,0.0
17605,1996-05-13,62.0,28.0,0,0.0
17606,1996-05-14,62.0,35.0,0,12.0
17607,1996-05-15,58.0,47.0,0,9.0
17608,1996-05-16,65.0,54.0,0,3.0
17609,1996-05-17,87.0,58.0,0,0.0
17610,1996-05-18,88.0,58.0,0,22.0
17611,1996-05-19,87.0,65.0,0,9.0
17612,1996-05-20,72.0,56.0,0,15.0
17613,1996-05-21,75.0,45.0,0,0.0
17614,1996-05-22,74.0,44.0,0,1.0
17615,1996-05-23,68.0,55.0,0,15.0
17616,1996-05-24,63.0,47.0,0,8.0
17617,1996-05-25,61.0,44.0,0,23.0
17618,1996-05-26,58.0,44.0,0,24.0
17619,1996-05-27,57.0,47.0,0,41.0
17620,1996-05-28,58.0,47.0,0,40.0
17621,1996-05-29,72.0,36.0,0,0.0
17622,1996-05-30,73.0,40.0,0,0.0
17623,1996-05-31,73.0,40.0,0,0.0
21210,1996-06-01,72.0,56.0,0,110.0
21211,1996-06-02,74.0,53.0,0,1.0
21212,1996-06-03,62.0,53.0,0,12.0
21213,1996-06-04,60.0,48.0,0,1.0
21214,1996-06-05,65.0,38.0,0,24.0
21215,1996-06-06,71.0,49.0,0,60.0
21216,1996-06-07,72.0,55.0,0,4.0
21217,1996-06-08,73.0,54.0,0,0.0
21218,1996-06-09,77.0,49.0,0,0.0
21219,1996-06-10,74.0,61.0,0,10.0
21220,1996-06-11,79.0,57.0,0,9.0
21221,1996-06-12,85.0,55.0,0,0.0
21222,1996-06-13,85.0,62.0,0,97.0
21223,1996-06-14,84.0,53.0,0,0.0
21224,1996-06-15,88.0,54.0,0,0.0
21225,1996-06-16,84.0,67.0,0,160.0
21226,1996-06-17,81.0,68.0,0,47.0
21227,1996-06-18,71.0,62.0,0,65.0
21228,1996-06-19,71.0,60.0,0,2.0
21229,1996-06-20,80.0,60.0,0,0.0
21230,1996-06-21,87.0,60.0,0,7.0
21231,1996-06-22,86.0,57.0,0,0.0
21232,1996-06-23,75.0,56.0,0,33.0
21233,1996-06-24,77.0,60.0,0,2.0
21234,1996-06-25,81.0,52.0,0,0.0
21235,1996-06-26,87.0,60.0,0,0.0
21236,1996-06-27,90.0,58.0,0,0.0
21237,1996-06-28,92.0,66.0,0,0.0
21238,1996-06-29,94.0,75.0,0,0.0
21239,1996-06-30,95.0,65.0,0,172.0
24913,1996-07-01,84.0,57.0,0,0.0
24914,1996-07-02,82.0,63.0,0,4.0
24915,1996-07-03,81.0,55.0,0,0.0
24916,1996-07-04,83.0,59.0,0,0.0
24917,1996-07-05,83.0,56.0,0,0.0
24918,1996-07-06,82.0,60.0,0,1.0
24919,1996-07-07,83.0,65.0,0,1.0
24920,1996-07-08,83.0,62.0,0,7.0
24921,1996-07-09,72.0,51.0,0,6.0
24922,1996-07-10,79.0,45.0,0,0.0
24923,1996-07-11,79.0,51.0,0,0.0
24924,1996-07-12,78.0,63.0,0,50.0
24925,1996-07-13,78.0,54.0,0,1.0
24926,1996-07-14,76.0,55.0,0,11.0
24927,1996-07-15,81.0,54.0,0,0.0
24928,1996-07-16,88.0,55.0,0,0.0
24929,1996-07-17,85.0,69.0,0,21.0
24930,1996-07-18,92.0,77.0,0,0.0
24931,1996-07-19,91.0,66.0,0,0.0
24932,1996-07-20,74.0,56.0,0,0.0
24933,1996-07-21,79.0,62.0,0,0.0
24934,1996-07-22,84.0,64.0,0,0.0
24935,1996-07-23,81.0,53.0,0,0.0
24936,1996-07-24,81.0,57.0,0,2.0
24937,1996-07-25,79.0,54.0,0,0.0
24938,1996-07-26,82.0,51.0,0,0.0
24939,1996-07-27,80.0,52.0,0,2.0
24940,1996-07-28,79.0,61.0,0,0.0
24941,1996-07-29,79.0,59.0,0,13.0
24942,1996-07-30,78.0,54.0,0,0.0
24943,1996-07-31,79.0,53.0,0,1.0
28633,1996-08-01,83.0,52.0,0,0.0
28634,1996-08-02,85.0,53.0,0,0.0
28635,1996-08-03,84.0,55.0,0,0.0
28636,1996-08-04,80.0,66.0,0,0.0
28637,1996-08-05,85.0,70.0,0,16.0
28638,1996-08-06,93.0,66.0,0,0.0
28639,1996-08-07,94.0,66.0,0,31.0
28640,1996-08-08,83.0,54.0,0,0.0
28641,1996-08-09,82.0,51.0,0,0.0
28642,1996-08-10,79.0,50.0,0,0.0
28643,1996-08-11,82.0,62.0,0,0.0
28644,1996-08-12,83.0,54.0,0,0.0
28645,1996-08-13,85.0,59.0,0,0.0
28646,1996-08-14,84.0,63.0,0,0.0
28647,1996-08-15,79.0,58.0,0,0.0
28648,1996-08-16,80.0,48.0,0,0.0
28649,1996-08-17,83.0,50.0,0,0.0
28650,1996-08-18,82.0,52.0,0,121.0
28651,1996-08-19,75.0,64.0,0,1.0
28652,1996-08-20,82.0,62.0,0,3.0
28653,1996-08-21,88.0,61.0,0,101.0
28654,1996-08-22,87.0,68.0,0,0.0
28655,1996-08-23,79.0,51.0,0,0.0
28656,1996-08-24,80.0,51.0,0,0.0
28657,1996-08-25,83.0,54.0,0,0.0
28658,1996-08-26,81.0,65.0,0,8.0
28659,1996-08-27,76.0,52.0,0,0.0
28660,1996-08-28,77.0,46.0,0,0.0
28661,1996-08-29,80.0,49.0,0,0.0
28662,1996-08-30,82.0,50.0,0,0.0
28663,1996-08-31,81.0,53.0,0,0.0
32250,1996-09-01,82.0,53.0,0,0.0
32251,1996-09-02,83.0,63.0,0,0.0
32252,1996-09-03,84.0,59.0,0,0.0
32253,1996-09-04,86.0,60.0,0,0.0
32254,1996-09-05,86.0,58.0,0,0.0
32255,1996-09-06,85.0,56.0,0,0.0
32256,1996-09-07,85.0,57.0,0,0.0
32257,1996-09-08,82.0,64.0,0,27.0
32258,1996-09-09,79.0,60.0,0,1.0
32259,1996-09-10,80.0,51.0,0,0.0
32260,1996-09-11,76.0,55.0,0,2.0
32261,1996-09-12,68.0,44.0,0,1.0
32262,1996-09-13,65.0,39.0,0,0.0
32263,1996-09-14,68.0,35.0,0,0.0
32264,1996-09-15,70.0,44.0,0,0.0
32265,1996-09-16,69.0,43.0,0,0.0
32266,1996-09-17,69.0,46.0,0,0.0
32267,1996-09-18,73.0,37.0,0,0.0
32268,1996-09-19,73.0,36.0,0,0.0
32269,1996-09-20,69.0,54.0,0,33.0
32270,1996-09-21,70.0,51.0,0,0.0
32271,1996-09-22,71.0,46.0,0,11.0
32272,1996-09-23,70.0,51.0,0,4.0
32273,1996-09-24,67.0,41.0,0,6.0
32274,1996-09-25,66.0,42.0,0,0.0
32275,1996-09-26,60.0,50.0,0,52.0
32276,1996-09-27,54.0,43.0,0,45.0
32277,1996-09-28,67.0,48.0,0,3.0
32278,1996-09-29,66.0,48.0,0,0.0
32279,1996-09-30,82.0,46.0,0,0.0
35953,1996-10-01,82.0,51.0,0,0.0
35954,1996-10-02,75.0,49.0,0,0.0
35955,1996-10-03,54.0,27.0,0,0.0
35956,1996-10-04,59.0,32.0,0,1.0
35957,1996-10-05,74.0,41.0,0,0.0
35958,1996-10-06,71.0,56.0,0,0.0
35959,1996-10-07,67.0,39.0,0,0.0
35960,1996-10-08,58.0,27.0,0,0.0
35961,1996-10-09,60.0,43.0,0,5.0
35962,1996-10-10,55.0,37.0,0,0.0
35963,1996-10-11,62.0,27.0,0,0.0
35964,1996-10-12,72.0,47.0,0,0.0
35965,1996-10-13,80.0,42.0,0,0.0
35966,1996-10-14,76.0,39.0,0,0.0
35967,1996-10-15,73.0,51.0,0,8.0
35968,1996-10-16,78.0,43.0,0,0.0
35969,1996-10-17,77.0,46.0,0,27.0
35970,1996-10-18,62.0,36.0,0,3.0
35971,1996-10-19,62.0,24.0,0,0.0
35972,1996-10-20,61.0,42.0,0,0.0
35973,1996-10-21,60.0,46.0,0,31.0
35974,1996-10-22,55.0,37.0,0,94.0
35975,1996-10-23,44.0,38.0,0,91.0
35976,1996-10-24,47.0,34.0,0,5.0
35977,1996-10-25,63.0,35.0,0,4.0
35978,1996-10-26,65.0,51.0,0,13.0
35979,1996-10-27,65.0,44.0,0,0.0
35980,1996-10-28,54.0,26.0,0,0.0
35981,1996-10-29,57.0,34.0,0,0.0
35982,1996-10-30,59.0,27.0,0,0.0
35983,1996-10-31,32.0,20.0,0,0.0
39570,1996-11-01,35.0,19.0,0,0.0
39571,1996-11-02,37.0,19.0,0,0.0
39572,1996-11-03,57.0,18.0,0,22.0
39573,1996-11-04,52.0,39.0,0,8.0
39574,1996-11-05,45.0,39.0,0,8.0
39575,1996-11-06,53.0,43.0,0,0.0
39576,1996-11-07,50.0,27.0,0,0.0
39577,1996-11-08,41.0,32.0,0,0.0
39578,1996-11-09,36.0,21.0,0,0.0
39579,1996-11-10,28.0,22.0,0,0.0
39580,1996-11-11,28.0,16.0,0,0.0
39581,1996-11-12,29.0,7.0,0,0.0
39582,1996-11-13,30.0,19.0,0,0.0
39583,1996-11-14,31.0,5.0,0,0.0
39584,1996-11-15,35.0,22.0,1,41.0
39585,1996-11-16,56.0,34.0,0,196.0
39586,1996-11-17,54.0,25.0,0,31.0
39587,1996-11-18,28.0,18.0,0,0.0
39588,1996-11-19,27.0,18.0,0,0.0
39589,1996-11-20,27.0,23.0,1,13.0
39590,1996-11-21,32.0,23.0,4,26.0
39591,1996-11-22,29.0,24.0,0,0.0
39592,1996-11-23,32.0,29.0,4,0.0
39593,1996-11-24,31.0,23.0,1,0.0
39594,1996-11-25,23.0,-2.0,0,0.0
39595,1996-11-26,12.0,-6.0,0,0.0
39596,1996-11-27,19.0,-6.0,0,3.0
39597,1996-11-28,37.0,10.0,1,2.0
39598,1996-11-29,38.0,30.0,0,16.0
39599,1996-11-30,34.0,28.0,0,30.0
43273,1996-12-01,28.0,21.0,0,1.0
43274,1996-12-02,22.0,8.0,0,0.0
43275,1996-12-03,21.0,12.0,2,8.0
43276,1996-12-04,25.0,-2.0,0,0.0
43277,1996-12-05,31.0,25.0,1,8.0
43278,1996-12-06,33.0,26.0,1,3.0
43279,1996-12-07,30.0,7.0,0,0.0
43280,1996-12-08,27.0,22.0,0,0.0
43281,1996-12-09,29.0,20.0,0,0.0
43282,1996-12-10,35.0,24.0,0,0.0
43283,1996-12-11,37.0,30.0,0,1.0
43284,1996-12-12,36.0,31.0,0,1.0
43285,1996-12-13,38.0,26.0,0,0.0
43286,1996-12-14,35.0,27.0,0,0.0
43287,1996-12-15,38.0,17.0,1,46.0
43288,1996-12-16,32.0,6.0,0,0.0
43289,1996-12-17,30.0,9.0,0,0.0
43290,1996-12-18,13.0,0.0,0,1.0
43291,1996-12-19,6.0,1.0,1,4.0
43292,1996-12-20,10.0,-10.0,0,0.0
43293,1996-12-21,35.0,10.0,0,0.0
43294,1996-12-22,31.0,20.0,0,0.0
43295,1996-12-23,30.0,26.0,0,1.0
43296,1996-12-24,5.0,-3.0,2,13.0
43297,1996-12-25,-3.0,-11.0,1,2.0
43298,1996-12-26,5.0,-5.0,2,15.0
43299,1996-12-27,23.0,-13.0,0,0.0
43300,1996-12-28,32.0,23.0,0,0.0
43301,1996-12-29,25.0,2.0,0,0.0
43302,1996-12-30,20.0,0.0,0,0.0
43303,1996-12-31,25.0,18.0,0,0.0
3224,1997-01-01,33.0,22.0,0,0.0
3225,1997-01-02,40.0,31.0,0,0.0
3226,1997-01-03,40.0,29.0,0,1.0
3227,1997-01-04,37.0,34.0,0,43.0
3228,1997-01-05,35.0,7.0,1,4.0
3229,1997-01-06,14.0,2.0,0,0.0
3230,1997-01-07,18.0,-3.0,0,0.0
3231,1997-01-08,34.0,12.0,0,0.0
3232,1997-01-09,29.0,22.0,1,1.0
3233,1997-01-10,24.0,5.0,1,6.0
3234,1997-01-11,5.0,-9.0,0,0.0
3235,1997-01-12,0.0,-13.0,0,0.0
3236,1997-01-13,9.0,-4.0,0,0.0
3237,1997-01-14,13.0,-8.0,0,1.0
3238,1997-01-15,21.0,12.0,2,12.0
3239,1997-01-16,20.0,-8.0,0,0.0
3240,1997-01-17,2.0,-13.0,0,0.0
3241,1997-01-18,11.0,-8.0,0,0.0
3242,1997-01-19,33.0,9.0,0,1.0
3243,1997-01-20,38.0,13.0,0,0.0
3244,1997-01-21,38.0,24.0,0,1.0
3245,1997-01-22,45.0,15.0,0,3.0
3246,1997-01-23,24.0,11.0,0,1.0
3247,1997-01-24,27.0,21.0,3,23.0
3248,1997-01-25,21.0,-5.0,0,0.0
3249,1997-01-26,6.0,-11.0,3,7.0
3250,1997-01-27,9.0,4.0,1,11.0
3251,1997-01-28,6.0,-20.0,0,0.0
3252,1997-01-29,13.0,-5.0,0,0.0
3253,1997-01-30,20.0,-2.0,0,0.0
3254,1997-01-31,42.0,15.0,0,0.0
6632,1997-02-01,36.0,26.0,0,0.0
6633,1997-02-02,36.0,18.0,0,0.0
6634,1997-02-03,35.0,10.0,0,0.0
